,GSM3673216,GSM3673217,GSM3673218,GSM3673219,GSM3673220,GSM3673221,GSM3673222,GSM3673223
PHF13,8.64855280853327,8.35079108066661,8.64203689754058,8.47846347169007,7.34802262861702,8.599470094179,8.33487172836503,8.31829436594513
THAP3,8.05191626984265,8.45285008699002,8.38909514061196,8.32976049365814,8.46734335258037,8.25942468287878,8.07636492216408,8.21090321987674
DNAJC11,9.46355205239654,9.11117919753652,9.35860287666736,9.44556161305005,9.34417656052817,8.84014867861947,9.26099039928848,9.03692006908917
CAMTA1,11.6075779414622,10.4693736652243,11.4431476773708,11.7766469755687,10.8287778945932,11.0627384892866,10.9718024696958,10.7969337027817
LOC105376689,3.60911025442874,3.9409950518068,3.39917256347917,4.07709916077185,4.12474427175649,4.02428565551477,3.72502557702786,3.27578542634942
VAMP3,8.49575565912901,10.7273591138784,8.52790507955779,8.00360732863089,9.72455069193133,9.47569002583907,9.82910272571493,9.78101008442168
PER3,8.99320894451105,9.35562378880668,9.14070360057563,8.95306026042161,7.89978257477416,9.5896881723428,9.21886362630568,9.73630302756109
PARK7,10.91611748271,11.7697500853043,11.5189430743044,11.473309393549,12.0943575821236,11.7849387915656,11.6840750556644,11.6457793499829
ERRFI1,8.69348876824069,8.30785626533097,8.30049978258858,8.58967089871599,8.30947908139938,8.6429862308685,8.97200623540471,8.83472221436448
SLC45A1,8.83469286800341,7.90877443640591,8.66690342889201,8.84512420320802,7.27919540304757,8.12558283884778,7.68707575353893,8.56381579869938
RERE,11.3923803808974,10.6832461230138,11.0440883169782,10.7848696466341,11.340400880247,11.4857396356476,11.7100411672841,11.254513201528
ENO1,13.3550235311348,13.8830316887346,13.6453929335801,13.0938809180085,14.1033680052471,13.9632317859084,13.7593113744908,13.8961371936058
SLC2A5,7.00796936785102,6.98912187750734,6.00848115313149,4.32581672357364,8.23268746464583,9.43382831918988,6.74061022770873,6.40418747792694
H6PD,7.76541905411749,8.0104623965366,6.95747305290658,6.68118540730329,5.791686544941,7.82990646535192,7.60893393880464,8.25258427246252
SPSB1,5.36908829946363,6.83636727174113,5.15895546172874,5.19873825742553,5.18666167825656,7.60946610833986,5.67953409146536,5.96777116468292
LINC02606,4.1235338069479,5.56277038098053,4.12890977303811,3.50091753222107,3.47508737307233,4.6783125577535,3.99455794929769,4.83969781633997
SLC25A33,8.28047894885559,9.73902415275074,8.91280932292294,8.17191504870561,9.73315367178519,8.99929742081174,9.05907049631897,9.02821949776536
